Field ID	Description	Category	datatype
26957	Area of bankssts (right hemisphere)	Freesurfer desikan pial	Continuous
26723	Area of caudalanteriorcingulate (left hemisphere)	Freesurfer desikan white	Continuous
26925	Area of caudalanteriorcingulate (left hemisphere)	Freesurfer desikan pial	Continuous
27143	Area of caudalanteriorcingulate (left hemisphere)	Freesurfer DKT	Continuous
26824	Area of caudalanteriorcingulate (right hemisphere)	Freesurfer desikan white	Continuous
26958	Area of caudalanteriorcingulate (right hemisphere)	Freesurfer desikan pial	Continuous
27236	Area of caudalanteriorcingulate (right hemisphere)	Freesurfer DKT	Continuous
26724	Area of caudalmiddlefrontal (left hemisphere)	Freesurfer desikan white	Continuous
26926	Area of caudalmiddlefrontal (left hemisphere)	Freesurfer desikan pial	Continuous
27144	Area of caudalmiddlefrontal (left hemisphere)	Freesurfer DKT	Continuous
26825	Area of caudalmiddlefrontal (right hemisphere)	Freesurfer desikan white	Continuous
26959	Area of caudalmiddlefrontal (right hemisphere)	Freesurfer desikan pial	Continuous
27237	Area of caudalmiddlefrontal (right hemisphere)	Freesurfer DKT	Continuous
26725	Area of cuneus (left hemisphere)	Freesurfer desikan white	Continuous
26927	Area of cuneus (left hemisphere)	Freesurfer desikan pial	Continuous
27145	Area of cuneus (left hemisphere)	Freesurfer DKT	Continuous
26826	Area of cuneus (right hemisphere)	Freesurfer desikan white	Continuous
26960	Area of cuneus (right hemisphere)	Freesurfer desikan pial	Continuous
27238	Area of cuneus (right hemisphere)	Freesurfer DKT	Continuous
26726	Area of entorhinal (left hemisphere)	Freesurfer desikan white	Continuous
26928	Area of entorhinal (left hemisphere)	Freesurfer desikan pial	Continuous
27072	Area of entorhinal (left hemisphere)	Freesurfer BA exvivo	Continuous
27146	Area of entorhinal (left hemisphere)	Freesurfer DKT	Continuous
26827	Area of entorhinal (right hemisphere)	Freesurfer desikan white	Continuous
26961	Area of entorhinal (right hemisphere)	Freesurfer desikan pial	Continuous
27114	Area of entorhinal (right hemisphere)	Freesurfer BA exvivo	Continuous
27239	Area of entorhinal (right hemisphere)	Freesurfer DKT	Continuous
26752	Area of frontalpole (left hemisphere)	Freesurfer desikan white	Continuous
26954	Area of frontalpole (left hemisphere)	Freesurfer desikan pial	Continuous
26853	Area of frontalpole (right hemisphere)	Freesurfer desikan white	Continuous
26987	Area of frontalpole (right hemisphere)	Freesurfer desikan pial	Continuous
26727	Area of fusiform (left hemisphere)	Freesurfer desikan white	Continuous
26929	Area of fusiform (left hemisphere)	Freesurfer desikan pial	Continuous
27147	Area of fusiform (left hemisphere)	Freesurfer DKT	Continuous
26828	Area of fusiform (right hemisphere)	Freesurfer desikan white	Continuous
26962	Area of fusiform (right hemisphere)	Freesurfer desikan pial	Continuous
27240	Area of fusiform (right hemisphere)	Freesurfer DKT	Continuous
26728	Area of inferiorparietal (left hemisphere)	Freesurfer desikan white	Continuous
26930	Area of inferiorparietal (left hemisphere)	Freesurfer desikan pial	Continuous
27148	Area of inferiorparietal (left hemisphere)	Freesurfer DKT	Continuous
26829	Area of inferiorparietal (right hemisphere)	Freesurfer desikan white	Continuous
26963	Area of inferiorparietal (right hemisphere)	Freesurfer desikan pial	Continuous
27241	Area of inferiorparietal (right hemisphere)	Freesurfer DKT	Continuous
26729	Area of inferiortemporal (left hemisphere)	Freesurfer desikan white	Continuous
26931	Area of inferiortemporal (left hemisphere)	Freesurfer desikan pial	Continuous
27149	Area of inferiortemporal (left hemisphere)	Freesurfer DKT	Continuous
26830	Area of inferiortemporal (right hemisphere)	Freesurfer desikan white	Continuous
26964	Area of inferiortemporal (right hemisphere)	Freesurfer desikan pial	Continuous
27242	Area of inferiortemporal (right hemisphere)	Freesurfer DKT	Continuous
26754	Area of insula (left hemisphere)	Freesurfer desikan white	Continuous
27173	Area of insula (left hemisphere)	Freesurfer DKT	Continuous
26855	Area of insula (right hemisphere)	Freesurfer desikan white	Continuous
27266	Area of insula (right hemisphere)	Freesurfer DKT	Continuous
26730	Area of isthmuscingulate (left hemisphere)	Freesurfer desikan white	Continuous
26932	Area of isthmuscingulate (left hemisphere)	Freesurfer desikan pial	Continuous
27150	Area of isthmuscingulate (left hemisphere)	Freesurfer DKT	Continuous
26831	Area of isthmuscingulate (right hemisphere)	Freesurfer desikan white	Continuous
26965	Area of isthmuscingulate (right hemisphere)	Freesurfer desikan pial	Continuous
27243	Area of isthmuscingulate (right hemisphere)	Freesurfer DKT	Continuous
26731	Area of lateraloccipital (left hemisphere)	Freesurfer desikan white	Continuous
26933	Area of lateraloccipital (left hemisphere)	Freesurfer desikan pial	Continuous
27151	Area of lateraloccipital (left hemisphere)	Freesurfer DKT	Continuous
26832	Area of lateraloccipital (right hemisphere)	Freesurfer desikan white	Continuous
26966	Area of lateraloccipital (right hemisphere)	Freesurfer desikan pial	Continuous
27244	Area of lateraloccipital (right hemisphere)	Freesurfer DKT	Continuous
26732	Area of lateralorbitofrontal (left hemisphere)	Freesurfer desikan white	Continuous
26934	Area of lateralorbitofrontal (left hemisphere)	Freesurfer desikan pial	Continuous
27152	Area of lateralorbitofrontal (left hemisphere)	Freesurfer DKT	Continuous
26833	Area of lateralorbitofrontal (right hemisphere)	Freesurfer desikan white	Continuous
26967	Area of lateralorbitofrontal (right hemisphere)	Freesurfer desikan pial	Continuous
27245	Area of lateralorbitofrontal (right hemisphere)	Freesurfer DKT	Continuous
26733	Area of lingual (left hemisphere)	Freesurfer desikan white	Continuous
26935	Area of lingual (left hemisphere)	Freesurfer desikan pial	Continuous
27153	Area of lingual (left hemisphere)	Freesurfer DKT	Continuous
26834	Area of lingual (right hemisphere)	Freesurfer desikan white	Continuous
26968	Area of lingual (right hemisphere)	Freesurfer desikan pial	Continuous
27246	Area of lingual (right hemisphere)	Freesurfer DKT	Continuous
26734	Area of medialorbitofrontal (left hemisphere)	Freesurfer desikan white	Continuous
26936	Area of medialorbitofrontal (left hemisphere)	Freesurfer desikan pial	Continuous
27154	Area of medialorbitofrontal (left hemisphere)	Freesurfer DKT	Continuous
26835	Area of medialorbitofrontal (right hemisphere)	Freesurfer desikan white	Continuous
26969	Area of medialorbitofrontal (right hemisphere)	Freesurfer desikan pial	Continuous
27247	Area of medialorbitofrontal (right hemisphere)	Freesurfer DKT	Continuous
26735	Area of middletemporal (left hemisphere)	Freesurfer desikan white	Continuous
26937	Area of middletemporal (left hemisphere)	Freesurfer desikan pial	Continuous
27155	Area of middletemporal (left hemisphere)	Freesurfer DKT	Continuous
26836	Area of middletemporal (right hemisphere)	Freesurfer desikan white	Continuous
26970	Area of middletemporal (right hemisphere)	Freesurfer desikan pial	Continuous
27248	Area of middletemporal (right hemisphere)	Freesurfer DKT	Continuous
26737	Area of paracentral (left hemisphere)	Freesurfer desikan white	Continuous
26939	Area of paracentral (left hemisphere)	Freesurfer desikan pial	Continuous
27157	Area of paracentral (left hemisphere)	Freesurfer DKT	Continuous
26838	Area of paracentral (right hemisphere)	Freesurfer desikan white	Continuous
26972	Area of paracentral (right hemisphere)	Freesurfer desikan pial	Continuous
27250	Area of paracentral (right hemisphere)	Freesurfer DKT	Continuous
26736	Area of parahippocampal (left hemisphere)	Freesurfer desikan white	Continuous
26938	Area of parahippocampal (left hemisphere)	Freesurfer desikan pial	Continuous
27156	Area of parahippocampal (left hemisphere)	Freesurfer DKT	Continuous
26837	Area of parahippocampal (right hemisphere)	Freesurfer desikan white	Continuous
26971	Area of parahippocampal (right hemisphere)	Freesurfer desikan pial	Continuous
27249	Area of parahippocampal (right hemisphere)	Freesurfer DKT	Continuous
26738	Area of parsopercularis (left hemisphere)	Freesurfer desikan white	Continuous
26940	Area of parsopercularis (left hemisphere)	Freesurfer desikan pial	Continuous
27158	Area of parsopercularis (left hemisphere)	Freesurfer DKT	Continuous
26839	Area of parsopercularis (right hemisphere)	Freesurfer desikan white	Continuous
26973	Area of parsopercularis (right hemisphere)	Freesurfer desikan pial	Continuous
27251	Area of parsopercularis (right hemisphere)	Freesurfer DKT	Continuous
26739	Area of parsorbitalis (left hemisphere)	Freesurfer desikan white	Continuous
26941	Area of parsorbitalis (left hemisphere)	Freesurfer desikan pial	Continuous
27159	Area of parsorbitalis (left hemisphere)	Freesurfer DKT	Continuous
26840	Area of parsorbitalis (right hemisphere)	Freesurfer desikan white	Continuous
26974	Area of parsorbitalis (right hemisphere)	Freesurfer desikan pial	Continuous
27252	Area of parsorbitalis (right hemisphere)	Freesurfer DKT	Continuous
26740	Area of parstriangularis (left hemisphere)	Freesurfer desikan white	Continuous
26942	Area of parstriangularis (left hemisphere)	Freesurfer desikan pial	Continuous
27160	Area of parstriangularis (left hemisphere)	Freesurfer DKT	Continuous
26841	Area of parstriangularis (right hemisphere)	Freesurfer desikan white	Continuous
26975	Area of parstriangularis (right hemisphere)	Freesurfer desikan pial	Continuous
27253	Area of parstriangularis (right hemisphere)	Freesurfer DKT	Continuous
26741	Area of pericalcarine (left hemisphere)	Freesurfer desikan white	Continuous
26943	Area of pericalcarine (left hemisphere)	Freesurfer desikan pial	Continuous
27161	Area of pericalcarine (left hemisphere)	Freesurfer DKT	Continuous
26842	Area of pericalcarine (right hemisphere)	Freesurfer desikan white	Continuous
26976	Area of pericalcarine (right hemisphere)	Freesurfer desikan pial	Continuous
27254	Area of pericalcarine (right hemisphere)	Freesurfer DKT	Continuous
27071	Area of perirhinal (left hemisphere)	Freesurfer BA exvivo	Continuous
27113	Area of perirhinal (right hemisphere)	Freesurfer BA exvivo	Continuous
26742	Area of postcentral (left hemisphere)	Freesurfer desikan white	Continuous
26944	Area of postcentral (left hemisphere)	Freesurfer desikan pial	Continuous
27162	Area of postcentral (left hemisphere)	Freesurfer DKT	Continuous
26843	Area of postcentral (right hemisphere)	Freesurfer desikan white	Continuous
26977	Area of postcentral (right hemisphere)	Freesurfer desikan pial	Continuous
27255	Area of postcentral (right hemisphere)	Freesurfer DKT	Continuous
26743	Area of posteriorcingulate (left hemisphere)	Freesurfer desikan white	Continuous
26945	Area of posteriorcingulate (left hemisphere)	Freesurfer desikan pial	Continuous
27163	Area of posteriorcingulate (left hemisphere)	Freesurfer DKT	Continuous
26844	Area of posteriorcingulate (right hemisphere)	Freesurfer desikan white	Continuous
26978	Area of posteriorcingulate (right hemisphere)	Freesurfer desikan pial	Continuous
27256	Area of posteriorcingulate (right hemisphere)	Freesurfer DKT	Continuous
26744	Area of precentral (left hemisphere)	Freesurfer desikan white	Continuous
26946	Area of precentral (left hemisphere)	Freesurfer desikan pial	Continuous
27164	Area of precentral (left hemisphere)	Freesurfer DKT	Continuous
26845	Area of precentral (right hemisphere)	Freesurfer desikan white	Continuous
26979	Area of precentral (right hemisphere)	Freesurfer desikan pial	Continuous
27257	Area of precentral (right hemisphere)	Freesurfer DKT	Continuous
26745	Area of precuneus (left hemisphere)	Freesurfer desikan white	Continuous
26947	Area of precuneus (left hemisphere)	Freesurfer desikan pial	Continuous
27165	Area of precuneus (left hemisphere)	Freesurfer DKT	Continuous
26846	Area of precuneus (right hemisphere)	Freesurfer desikan white	Continuous
26980	Area of precuneus (right hemisphere)	Freesurfer desikan pial	Continuous
27258	Area of precuneus (right hemisphere)	Freesurfer DKT	Continuous
26746	Area of rostralanteriorcingulate (left hemisphere)	Freesurfer desikan white	Continuous
26948	Area of rostralanteriorcingulate (left hemisphere)	Freesurfer desikan pial	Continuous
27166	Area of rostralanteriorcingulate (left hemisphere)	Freesurfer DKT	Continuous
26847	Area of rostralanteriorcingulate (right hemisphere)	Freesurfer desikan white	Continuous
26981	Area of rostralanteriorcingulate (right hemisphere)	Freesurfer desikan pial	Continuous
27259	Area of rostralanteriorcingulate (right hemisphere)	Freesurfer DKT	Continuous
26747	Area of rostralmiddlefrontal (left hemisphere)	Freesurfer desikan white	Continuous
26949	Area of rostralmiddlefrontal (left hemisphere)	Freesurfer desikan pial	Continuous
27167	Area of rostralmiddlefrontal (left hemisphere)	Freesurfer DKT	Continuous
26848	Area of rostralmiddlefrontal (right hemisphere)	Freesurfer desikan white	Continuous
26982	Area of rostralmiddlefrontal (right hemisphere)	Freesurfer desikan pial	Continuous
27260	Area of rostralmiddlefrontal (right hemisphere)	Freesurfer DKT	Continuous
26748	Area of superiorfrontal (left hemisphere)	Freesurfer desikan white	Continuous
26950	Area of superiorfrontal (left hemisphere)	Freesurfer desikan pial	Continuous
27168	Area of superiorfrontal (left hemisphere)	Freesurfer DKT	Continuous
26849	Area of superiorfrontal (right hemisphere)	Freesurfer desikan white	Continuous
26983	Area of superiorfrontal (right hemisphere)	Freesurfer desikan pial	Continuous
27261	Area of superiorfrontal (right hemisphere)	Freesurfer DKT	Continuous
26749	Area of superiorparietal (left hemisphere)	Freesurfer desikan white	Continuous
26951	Area of superiorparietal (left hemisphere)	Freesurfer desikan pial	Continuous
27169	Area of superiorparietal (left hemisphere)	Freesurfer DKT	Continuous
26850	Area of superiorparietal (right hemisphere)	Freesurfer desikan white	Continuous
26984	Area of superiorparietal (right hemisphere)	Freesurfer desikan pial	Continuous
27262	Area of superiorparietal (right hemisphere)	Freesurfer DKT	Continuous
26750	Area of superiortemporal (left hemisphere)	Freesurfer desikan white	Continuous
26952	Area of superiortemporal (left hemisphere)	Freesurfer desikan pial	Continuous
27170	Area of superiortemporal (left hemisphere)	Freesurfer DKT	Continuous
26851	Area of superiortemporal (right hemisphere)	Freesurfer desikan white	Continuous
26985	Area of superiortemporal (right hemisphere)	Freesurfer desikan pial	Continuous
27263	Area of superiortemporal (right hemisphere)	Freesurfer DKT	Continuous
26751	Area of supramarginal (left hemisphere)	Freesurfer desikan white	Continuous
26953	Area of supramarginal (left hemisphere)	Freesurfer desikan pial	Continuous
27171	Area of supramarginal (left hemisphere)	Freesurfer DKT	Continuous
26852	Area of supramarginal (right hemisphere)	Freesurfer desikan white	Continuous
26986	Area of supramarginal (right hemisphere)	Freesurfer desikan pial	Continuous
27264	Area of supramarginal (right hemisphere)	Freesurfer DKT	Continuous
26753	Area of transversetemporal (left hemisphere)	Freesurfer desikan white	Continuous
26955	Area of transversetemporal (left hemisphere)	Freesurfer desikan pial	Continuous
27172	Area of transversetemporal (left hemisphere)	Freesurfer DKT	Continuous
26854	Area of transversetemporal (right hemisphere)	Freesurfer desikan white	Continuous
26988	Area of transversetemporal (right hemisphere)	Freesurfer desikan pial	Continuous
27265	Area of transversetemporal (right hemisphere)	Freesurfer DKT	Continuous
23220	Arm BMC (bone mineral content) (left)	Bone size, mineral and density by DXA	Continuous
23222	Arm BMC (bone mineral content) (right)	Bone size, mineral and density by DXA	Continuous
23221	Arm BMD (bone mineral density) (left)	Bone size, mineral and density by DXA	Continuous
23223	Arm BMD (bone mineral density) (right)	Bone size, mineral and density by DXA	Continuous
23313	Arm bone area (left)	Bone size, mineral and density by DXA	Continuous
23314	Arm bone area (right)	Bone size, mineral and density by DXA	Continuous
23124	Arm fat mass (left)	Impedance measures	Continuous
23120	Arm fat mass (right)	Impedance measures	Continuous
23123	Arm fat percentage (left)	Impedance measures	Continuous
23119	Arm fat percentage (right)	Impedance measures	Continuous
23125	Arm fat-free mass (left)	Impedance measures	Continuous
23121	Arm fat-free mass (right)	Impedance measures	Continuous
23126	Arm predicted mass (left)	Impedance measures	Continuous
23122	Arm predicted mass (right)	Impedance measures	Continuous
23251	Arm tissue fat percentage (left)	Body composition by DXA	Continuous
23255	Arm tissue fat percentage (right)	Body composition by DXA	Continuous
23252	Arm total mass (left)	Body composition by DXA	Continuous
23256	Arm total mass (right)	Body composition by DXA	Continuous
23224	Arms BMC (bone mineral content)	Bone size, mineral and density by DXA	Continuous
23225	Arms BMD (bone mineral density)	Bone size, mineral and density by DXA	Continuous
23317	Arms combined bone area	Bone size, mineral and density by DXA	Continuous
23259	Arms tissue fat percentage	Body composition by DXA	Continuous
23260	Arms total mass	Body composition by DXA	Continuous
30650	Aspartate aminotransferase	Blood biochemistry	Continuous
12681	Augmentation index for PWA	Pulse wave analysis	Continuous
24023	Average 16-hour sound level of noise pollution	Residential noise pollution	Continuous
24024	Average 24-hour sound level of noise pollution	Residential noise pollution	Continuous
22014	Average X chromosome intensities for determining sex	Genotyping intensities	Continuous
22015	Average Y chromosome intensities for determining sex	Genotyping intensities	Continuous
90027	Average acceleration 00:00 - 00:59	Acceleration averages	Continuous
90028	Average acceleration 01:00 - 01:59	Acceleration averages	Continuous
90029	Average acceleration 02:00 - 02:59	Acceleration averages	Continuous
90030	Average acceleration 03:00 - 03:59	Acceleration averages	Continuous
90031	Average acceleration 04:00 - 04:59	Acceleration averages	Continuous
90032	Average acceleration 05:00 - 05:59	Acceleration averages	Continuous
90033	Average acceleration 06:00 - 06:59	Acceleration averages	Continuous
90034	Average acceleration 07:00 - 07:59	Acceleration averages	Continuous
90035	Average acceleration 08:00 - 08:59	Acceleration averages	Continuous
90036	Average acceleration 09:00 - 09:59	Acceleration averages	Continuous
90037	Average acceleration 10:00 - 10:59	Acceleration averages	Continuous
90038	Average acceleration 11:00 - 11:59	Acceleration averages	Continuous
90039	Average acceleration 12:00 - 12:59	Acceleration averages	Continuous
90040	Average acceleration 13:00 - 13:59	Acceleration averages	Continuous
90041	Average acceleration 14:00 - 14:59	Acceleration averages	Continuous
90042	Average acceleration 15:00 - 15:59	Acceleration averages	Continuous
90043	Average acceleration 16:00 - 16:59	Acceleration averages	Continuous
90044	Average acceleration 17:00 - 17:59	Acceleration averages	Continuous
90045	Average acceleration 18:00 - 18:59	Acceleration averages	Continuous
90046	Average acceleration 19:00 - 19:59	Acceleration averages	Continuous
90047	Average acceleration 20:00 - 20:59	Acceleration averages	Continuous
90048	Average acceleration 21:00 - 21:59	Acceleration averages	Continuous
90049	Average acceleration 22:00 - 22:59	Acceleration averages	Continuous
90050	Average acceleration 23:00 - 23:59	Acceleration averages	Continuous
24020	Average daytime sound level of noise pollution	Residential noise pollution	Continuous
24021	Average evening sound level of noise pollution	Residential noise pollution	Continuous
24022	Average night-time sound level of noise pollution	Residential noise pollution	Continuous
23105	Basal metabolic rate	Impedance measures	Continuous
30160	Basophill count	Blood count	Continuous
30220	Basophill percentage	Blood count	Continuous
20022	Birth weight	Early life factors	Continuous
23099	Body fat percentage	Impedance measures	Continuous
21001	Body mass index (BMI)	Body size measures	Continuous
23104	Body mass index (BMI)	Impedance measures	Continuous
22427	Body surface area	Left ventricular size and function	Continuous
30710	C-reactive protein	Blood biochemistry	Continuous
30680	Calcium	Blood biochemistry	Continuous
100024	Calcium	Estimated nutrients yesterday	Continuous
90173	Calibration - maximum x stationary value	Accelerometer calibration	Continuous
90175	Calibration - maximum y stationary value	Accelerometer calibration	Continuous
90177	Calibration - maximum z stationary value	Accelerometer calibration	Continuous
90172	Calibration - minimum x stationary value	Accelerometer calibration	Continuous
90174	Calibration - minimum y stationary value	Accelerometer calibration	Continuous
90176	Calibration - minimum z stationary value	Accelerometer calibration	Continuous
90170	Calibration coefficients - mean temperature	Accelerometer calibration	Continuous
90161	Calibration coefficients - x offset	Accelerometer calibration	Continuous
90164	Calibration coefficients - x slope	Accelerometer calibration	Continuous
90167	Calibration coefficients - x temp	Accelerometer calibration	Continuous
90162	Calibration coefficients - y offset	Accelerometer calibration	Continuous
90165	Calibration coefficients - y slope	Accelerometer calibration	Continuous
90168	Calibration coefficients - y temp	Accelerometer calibration	Continuous
90163	Calibration coefficients - z offset	Accelerometer calibration	Continuous
90166	Calibration coefficients - z slope	Accelerometer calibration	Continuous
90169	Calibration coefficients - z temp	Accelerometer calibration	Continuous
100005	Carbohydrate	Estimated nutrients yesterday	Continuous
22425	Cardiac index	Left ventricular size and function	Continuous
12702	Cardiac index during PWA	Pulse wave analysis	Continuous
22424	Cardiac output	Left ventricular size and function	Continuous
12682	Cardiac output during PWA	Pulse wave analysis	Continuous
100019	Carotene	Estimated nutrients yesterday	Continuous
12680	Central augmentation pressure during PWA	Pulse wave analysis	Continuous
30690	Cholesterol	Blood biochemistry	Continuous
26425	Community safety score (Wales)	Indices of Multiple Deprivation	Continuous
5264	Corneal hysteresis (left)	Intraocular pressure	Continuous
5256	Corneal hysteresis (right)	Intraocular pressure	Continuous
5265	Corneal resistance factor (left)	Intraocular pressure	Continuous
5257	Corneal resistance factor (right)	Intraocular pressure	Continuous
30700	Creatinine	Blood biochemistry	Continuous
30510	Creatinine (enzymatic) in urine	Urine assays	Continuous
26416	Crime score (England)	Indices of Multiple Deprivation	Continuous
26434	Crime score (Scotland)	Indices of Multiple Deprivation	Continuous
5086	Cylindrical power (left)	Autorefraction	Continuous
5087	Cylindrical power (right)	Autorefraction	Continuous
30720	Cystatin C	Blood biochemistry	Continuous
30660	Direct bilirubin	Blood biochemistry	Continuous
25738	Discrepancy between SWI brain image and T1 brain image	Susceptibility weighted brain MRI	Continuous
25731	Discrepancy between T1 brain image and standard-space brain template (linearly-aligned)	T1 structural brain MRI	Continuous
25732	Discrepancy between T1 brain image and standard-space brain template (nonlinearly-aligned)	T1 structural brain MRI	Continuous
25736	Discrepancy between T2 FLAIR brain image and T1 brain image	T2-weighted brain MRI	Continuous
25737	Discrepancy between dMRI brain image and T1 brain image	Diffusion brain MRI	Continuous
25739	Discrepancy between rfMRI brain image and T1 brain image	Resting functional brain MRI	Continuous
25740	Discrepancy between tfMRI brain image and T1 brain image	Task functional brain MRI	Continuous
24508	Distance (Euclidean) to coast	Greenspace and coastal proximity	Continuous
24501	Domestic garden percentage, buffer 1000m	Greenspace and coastal proximity	Continuous
24504	Domestic garden percentage, buffer 300m	Greenspace and coastal proximity	Continuous
90181	Duration of interrupted recording periods	Raw accelerometer statistics	Continuous
20157	Duration to complete alphanumeric path (trail #2)	Trail making	Continuous
20156	Duration to complete numeric path (trail #1)	Trail making	Continuous
26414	Education score (England)	Indices of Multiple Deprivation	Continuous
26431	Education score (Scotland)	Indices of Multiple Deprivation	Continuous
26421	Education score (Wales)	Indices of Multiple Deprivation	Continuous
26412	Employment score (England)	Indices of Multiple Deprivation	Continuous
26429	Employment score (Scotland)	Indices of Multiple Deprivation	Continuous
26419	Employment score (Wales)	Indices of Multiple Deprivation	Continuous
12683	End systolic pressure during PWA	Pulse wave analysis	Continuous
12684	End systolic pressure index during PWA	Pulse wave analysis	Continuous
100002	Energy	Estimated nutrients yesterday	Continuous
100009	Englyst dietary fibre	Estimated nutrients yesterday	Continuous
30150	Eosinophill count	Blood count	Continuous
30210	Eosinophill percentage	Blood count	Continuous
90160	Error tolerance after calibration	Accelerometer calibration	Continuous
90159	Error tolerance before calibration	Accelerometer calibration	Continuous
20258	FEV1/ FVC ratio Z-score	Spirometry	Continuous
100004	Fat	Estimated nutrients yesterday	Continuous
23302	Femur lower neck BMD (bone mineral density) (left)	Bone size, mineral and density by DXA	Continuous
23206	Femur lower neck BMD (bone mineral density) (right)	Bone size, mineral and density by DXA	Continuous
23294	Femur lower neck BMD (bone mineral density) T-score (left)	Bone size, mineral and density by DXA	Continuous
23207	Femur lower neck BMD (bone mineral density) T-score (right)	Bone size, mineral and density by DXA	Continuous
23299	Femur neck BMD (bone mineral density) (left)	Bone size, mineral and density by DXA	Continuous
23208	Femur neck BMD (bone mineral density) (right)	Bone size, mineral and density by DXA	Continuous
23300	Femur neck BMD (bone mineral density) T-score (left)	Bone size, mineral and density by DXA	Continuous
23209	Femur neck BMD (bone mineral density) T-score (right)	Bone size, mineral and density by DXA	Continuous
23290	Femur shaft BMD (bone mineral density) (left)	Bone size, mineral and density by DXA	Continuous
23210	Femur shaft BMD (bone mineral density) (right)	Bone size, mineral and density by DXA	Continuous
23303	Femur shaft BMD (bone mineral density) T-score (left)	Bone size, mineral and density by DXA	Continuous
23211	Femur shaft BMD (bone mineral density) T-score (right)	Bone size, mineral and density by DXA	Continuous
23291	Femur total BMD (bone mineral density) (left)	Bone size, mineral and density by DXA	Continuous
23212	Femur total BMD (bone mineral density) (right)	Bone size, mineral and density by DXA	Continuous
23293	Femur total BMD (bone mineral density) T-score (left)	Bone size, mineral and density by DXA	Continuous
23213	Femur total BMD (bone mineral density) T-score (right)	Bone size, mineral and density by DXA	Continuous
23295	Femur troch BMD (bone mineral density) (left)	Bone size, mineral and density by DXA	Continuous
23214	Femur troch BMD (bone mineral density) (right)	Bone size, mineral and density by DXA	Continuous
23298	Femur troch BMD (bone mineral density) T-score (left)	Bone size, mineral and density by DXA	Continuous
23215	Femur troch BMD (bone mineral density) T-score (right)	Bone size, mineral and density by DXA	Continuous
23292	Femur upper neck BMD (bone mineral density) (left)	Bone size, mineral and density by DXA	Continuous
23216	Femur upper neck BMD (bone mineral density) (right)	Bone size, mineral and density by DXA	Continuous
23296	Femur upper neck BMD (bone mineral density) T-score (left)	Bone size, mineral and density by DXA	Continuous
23217	Femur upper neck BMD (bone mineral density) T-score (right)	Bone size, mineral and density by DXA	Continuous
23297	Femur wards BMD (bone mineral density) (left)	Bone size, mineral and density by DXA	Continuous
23218	Femur wards BMD (bone mineral density) (right)	Bone size, mineral and density by DXA	Continuous
23301	Femur wards BMD (bone mineral density) T-score (left)	Bone size, mineral and density by DXA	Continuous
23219	Femur wards BMD (bone mineral density) T-score (right)	Bone size, mineral and density by DXA	Continuous
100014	Folate	Estimated nutrients yesterday	Continuous
100001	Food weight	Estimated nutrients yesterday	Continuous
3063	Forced expiratory volume in 1-second (FEV1)	Spirometry	Continuous
10695	Forced expiratory volume in 1-second (FEV1) (pilot)	Spirometry	Continuous
20256	Forced expiratory volume in 1-second (FEV1) Z-score	Spirometry	Continuous
20150	Forced expiratory volume in 1-second (FEV1), Best measure	Spirometry	Continuous
20153	Forced expiratory volume in 1-second (FEV1), predicted	Spirometry	Continuous
20154	Forced expiratory volume in 1-second (FEV1), predicted percentage	Spirometry	Continuous
3062	Forced vital capacity (FVC)	Spirometry	Continuous
10694	Forced vital capacity (FVC) (pilot)	Spirometry	Continuous
20257	Forced vital capacity (FVC) Z-score	Spirometry	Continuous
20151	Forced vital capacity (FVC), Best measure	Spirometry	Continuous
90092	Fraction acceleration <= 1 milli-gravities	Acceleration intensity distribution	Continuous
90101	Fraction acceleration <= 10 milli-gravities	Acceleration intensity distribution	Continuous
90127	Fraction acceleration <= 100 milli-gravities	Acceleration intensity distribution	Continuous
90148	Fraction acceleration <= 1000 milli-gravities	Acceleration intensity distribution	Continuous
90102	Fraction acceleration <= 11 milli-gravities	Acceleration intensity distribution	Continuous
90149	Fraction acceleration <= 1100 milli-gravities	Acceleration intensity distribution	Continuous
90103	Fraction acceleration <= 12 milli-gravities	Acceleration intensity distribution	Continuous
90150	Fraction acceleration <= 1200 milli-gravities	Acceleration intensity distribution	Continuous
90128	Fraction acceleration <= 125 milli-gravities	Acceleration intensity distribution	Continuous
90104	Fraction acceleration <= 13 milli-gravities	Acceleration intensity distribution	Continuous
90151	Fraction acceleration <= 1300 milli-gravities	Acceleration intensity distribution	Continuous
90105	Fraction acceleration <= 14 milli-gravities	Acceleration intensity distribution	Continuous
90152	Fraction acceleration <= 1400 milli-gravities	Acceleration intensity distribution	Continuous
90106	Fraction acceleration <= 15 milli-gravities	Acceleration intensity distribution	Continuous
90129	Fraction acceleration <= 150 milli-gravities	Acceleration intensity distribution	Continuous
90153	Fraction acceleration <= 1500 milli-gravities	Acceleration intensity distribution	Continuous
90107	Fraction acceleration <= 16 milli-gravities	Acceleration intensity distribution	Continuous
90154	Fraction acceleration <= 1600 milli-gravities	Acceleration intensity distribution	Continuous
90108	Fraction acceleration <= 17 milli-gravities	Acceleration intensity distribution	Continuous
90155	Fraction acceleration <= 1700 milli-gravities	Acceleration intensity distribution	Continuous
90130	Fraction acceleration <= 175 milli-gravities	Acceleration intensity distribution	Continuous
90109	Fraction acceleration <= 18 milli-gravities	Acceleration intensity distribution	Continuous
90156	Fraction acceleration <= 1800 milli-gravities	Acceleration intensity distribution	Continuous
